,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
321,5.0,They have worked miracles for me trying to cater to that big-azz agency upstairs on a moment's notice.  Love love love them.,"['New American Restaurant', 'Mediterranean Restaurant']",118154383123752939812,2011-01-08 01:03:38,2011-01-07,en,Bluehour,"['250 NW 13th Ave', 'Portland, OR 97209']",False,"[45.524793, -122.683673]",They have worked miracles for me trying to cater to that big-azz agency upstairs on a moment's notice.  Love love love them.,New American Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.9274}","['Love', 'love', 'love']",[],1,0
322,4.0,"Had to knock it down to 4 because of that unbelievably fatty pork belly. Then again, know what yo're ordering next time, Chris. Jeez. A+ for everything else including the yummy limonade.","['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",118235293338388114402,2011-07-24 12:12:14,2011-07-24,en,Co Ba,"['110 9th Ave', 'New York, NY 10011']",False,"[40.742938, -74.003664]","Had to knock it down to 4 because of that unbelievably fatty pork belly. Then again, know what you're ordering next time, Chris. Jeez. A+ for everything else including the yummy limonade.",Vietnamese Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5267}",['yummy'],[],1,0
327,4.0,"Chicken fried steak is good not great. You eat here for atmosphere not for great food. Prices are a little high, but it is a fun place to eat.","['American Restaurant', 'Barbecue Restaurant', 'Catering']",114994915024071754539,2011-07-23 01:28:58,2011-07-22,en,Lambert's Cafe,"['2305 E Malone Ave', 'Sikeston, MO 63801']",False,"[36.887859, -89.546455]","Chicken fried steak is good not great. You eat here for atmosphere not for great food. Prices are a little high, but it is a fun place to eat.",American Restaurant,True,2.0,"{'neg': 0.12, 'neu': 0.7, 'pos': 0.179, 'compound': 0.4777}","['good', 'great.', 'great', 'fun']",['price'],1,0
335,5.0,Excellent Fresh Mexican food for the health choice options.  Ray Schmidt,"['Mexican Restaurant', 'Latin American Restaurant', 'Fast Food Restaurant']",109704906894562645441,2013-09-05 19:12:13,2013-09-05,en,Baja Fresh Mexican Grill,"['4726 Telephone Rd #2', 'Ventura, CA 93003']",False,"[34.260105, -119.234134]",Excellent Fresh Mexican food for the health choice options.  Ray Schmidt,Mexican Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}","['Excellent', 'Fresh']",[],0,1
348,5.0,Great food. Good prices. I've always had great experiences here. I eat there about every couple weeks.,"['Restaurant', 'Asian Restaurant', 'Mongolian Barbecue Restaurant']",103029897085805124762,2012-05-08 15:21:20,2012-05-08,en,The Vine,"['4929 W Market St #2108', 'Greensboro, NC 27407']",False,"[36.067946, -79.875613]",Great food. Good prices. I've always had great experiences here. I eat there about every couple weeks.,Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.9022}","['Great', 'Good', 'great']",['price'],1,0
349,1.0,There were tons of flies in there on 5/7/2012 when I was there. I had multiple bothering me while I was eating. I think near the end I saw flies near the buffet which disgusted me because I had eaten from there.,"['Pizza Restaurant', 'European Restaurant']",103390111185101324166,2012-05-08 15:19:53,2012-05-08,en,Pizza Hut,"['13527 Pennsylvania Ave', 'Hagerstown, MD 21742']",False,"[39.685203, -77.720931]",There were tons of flies in there on 5/7/2012 when I was there. I had multiple bothering me while I was eating. I think near the end I saw flies near the buffet which disgusted me because I had eaten from there.,Pizza Restaurant,True,2.0,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.7184}","['bothering', 'disgusted']",[],0,1
350,5.0,I have been going to this place for a couple years. I always receive an excellent meal and I have tried several selections on the menu. I have taken several dates here as well. Never any complaints on either end.  I can recommend the garlic chicken and the basil chicken. Both are amazing.,"['Asian Restaurant', 'Southeast Asian Restaurant', 'Thai Restaurant']",117137505555005783646,2012-08-07 15:55:18,2012-08-07,en,Thai Bangkok Restaurant,"['3935 Brian Jordan Pl', 'High Point, NC 27265']",False,"[36.033171, -79.962659]",I have been going to this place for a couple years. I always receive an excellent meal and I have tried several selections on the menu. I have taken several dates here as well. Never any complaints on either end.  I can recommend the garlic chicken and the basil chicken. Both are amazing.,Asian Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.924}","['excellent', 'well.', 'complaints', 'recommend', 'amazing.']",[],1,0
352,5.0,,"['Mexican Restaurant', 'Latin American Restaurant']",103678782396595276406,2013-05-23 23:18:51,2013-05-23,en,La Bamba Mexican Restaurant,"['1237 Bardstown Rd', 'Louisville, KY 40204']",False,"[38.236749, -85.717619]",,Mexican Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
366,5.0,,"['Fast Food Restaurant', 'Hamburger Restaurant']",113950228736119975100,2013-12-03 22:45:31,2013-12-03,en,McDonald's,"['725 W Golf Rd', 'Des Plaines, IL 60016']",False,"[42.047321, -87.937702]",,Fast Food Restaurant,True,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
376,4.0,"Food was good, not knock your socks off good, but good. The service though was a bit subpar.","['Asian Restaurant', 'Chinese Restaurant']",118100250980311522399,2012-06-08 18:02:19,2012-06-08,en,China Isle Restaurant,"['323 S 500 E', 'American Fork, UT 84003']",False,"[40.370451, -111.784815]","Food was good, not knock your socks off good, but good. The service though was a bit subpar.",Asian Restaurant,True,3.0,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.775}","['good,', 'good,', 'good.']",[],1,0
387,4.0,"I like the boulange pretty much at any of their locations, however this one always kills me a bit with their closed add because i feel is a bit -tough- on the clients, besides that they are pretty nice and friendly all day and their food is yummy","['Restaurant', 'Bakery', 'Cafe']",114207018058987661847,2012-12-13 22:05:17,2012-12-13,en,La Boulange,"['685 Market St', 'San Francisco, CA 94103']",False,"[37.787736, -122.403049]","I like the boulange pretty much at any of their locations, however this one always kills me a bit with their closed add because i feel is a bit -tough- on the clients, besides that they are pretty nice and friendly all day and their food is yummy",Restaurant,True,2.0,"{'neg': 0.079, 'neu': 0.632, 'pos': 0.289, 'compound': 0.9231}","['like', 'pretty', 'kills', '-tough-', 'pretty', 'nice', 'friendly', 'yummy']",['fee'],1,0
397,4.0,"What an experience! From the starting martini, through the amazing appetizer of smoked fish, the excellent entrees of beef medallions and duck cassoulet, and the delicious desserts, we thoroughly enjoyed our meal and would recommend this restaurant to all our friends. The chef's wife was the consummate hostess interacting with the customers adding to the specialness of the evening.","['Restaurant or Cafe', 'French Restaurant']",104817039863125736272,2013-01-21 14:09:59,2013-01-21,en,Bistro Bobette,"['1209 E Cary St', 'Richmond, VA 23219']",False,"[37.535553, -77.4343]","What an experience! From the starting martini, through the amazing appetizer of smoked fish, the excellent entrees of beef medallions and duck cassoulet, and the delicious desserts, we thoroughly enjoyed our meal and would recommend this restaurant to all our friends. The chef's wife was the consummate hostess interacting with the customers adding to the specialness of the evening.",Restaurant or Cafe,True,3.0,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.9669}","['amazing', 'excellent', 'delicious', 'enjoyed', 'recommend', 'friends.']",[],1,0
431,4.0,"Come early if you have a curtain to make, because they don't take reservations and you might need to wait. However, for food of this quality at this price, it's worth it. The beer selection is limited, and the lady might rush off before you can tell her yo'd like a beer, but she'll come back eventually.","['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",100294387648413035807,2012-11-10 18:26:01,2012-11-10,en,Pho Viet Anh,"['372 Roy St', 'Seattle, WA 98109']",False,"[47.625566, -122.349127]","Come early if you have a curtain to make, because they don't take reservations and you might need to wait. However, for food of this quality at this price, it's worth it. The beer selection is limited, and the lady might rush off before you can tell her yo'd like a beer, but she'll come back eventually.",Vietnamese Restaurant,True,1.0,"{'neg': 0.025, 'neu': 0.921, 'pos': 0.055, 'compound': 0.1901}","['worth', 'limited,', 'like']","['price', 'worth']",0,1
433,3.0,"Lovely hole-in-the-wall with slightly greasy but delicious and decent-quality fare for CHEAP. Great for sharing with one or two people, and handily located in U district. Better than other higher-priced restaurants with fancy decors.","['Asian Restaurant', 'Chinese Restaurant']",109723908842622284016,2012-11-10 18:33:33,2012-11-10,en,Duk Li Dim Sum Restaurant,"['664 S Weller St', 'Seattle, WA 98104']",False,"[47.597602, -122.324369]","Lovely hole-in-the-wall with slightly greasy but delicious and decent-quality fare for CHEAP. Great for sharing with one or two people, and handily located in U district. Better than other higher-priced restaurants with fancy decors.",Asian Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.9692}","['Lovely', 'delicious', 'Great', 'sharing', 'Better']","['price', 'cheap']",1,0
434,4.0,"Who doesn't love conveyor belt sushi? The Pacific NW is rife with these places. While Blue C is a charming venue with attentive staff (who have forgiven me a dish I disliked--why do sushi makers ever put mayo in rolls?), the sushi is hit or miss, sometimes sublime and velvety and of the highest quality, but one time I encountered some off fare that left me queazy as I sat watching a performance at ACT.","['Japanese Restaurant', 'Sushi Restaurant']",110092324916662579971,2012-11-10 18:49:06,2012-11-10,en,Blue C Sushi,"['1510 7th Ave', 'Seattle, WA 98101']",False,"[47.612141, -122.333665]","Who doesn't love conveyor belt sushi? The Pacific NW is rife with these places. While Blue C is a charming venue with attentive staff (who have forgiven me a dish I disliked--why do sushi makers ever put mayo in rolls?), the sushi is hit or miss, sometimes sublime and velvety and of the highest quality, but one time I encountered some off fare that left me queazy as I sat watching a performance at ACT.",Japanese Restaurant,True,1.0,"{'neg': 0.044, 'neu': 0.898, 'pos': 0.058, 'compound': 0.2677}","['love', 'charming', 'forgiven', 'miss,']",[],1,0
442,5.0,"Sushi Thai is my absolute favorite sushi place in the Middle Georgia area! My favorite rolls are the Bruce Lee, the Caterpillar, and the Summer Roll. The service is always exceptional and I always enjoy going there. They also have good appetizers as well like the crab angels and the spring rolls. I've never tried the Thai food, but my friends seem to love it. I would highly recommend this place to anyone!","['Asian Restaurant', 'Thai Restaurant', 'Japanese Restaurant']",103183341477493828670,2012-07-10 14:38:34,2012-07-10,en,Sushi Thai Restaurant,"['2624 Watson Blvd', 'Warner Robins, GA 31093']",False,"[32.619039, -83.668724]","Sushi Thai is my absolute favorite sushi place in the Middle Georgia area! My favorite rolls are the Bruce Lee, the Caterpillar, and the Summer Roll. The service is always exceptional and I always enjoy going there. They also have good appetizers as well like the crab angels and the spring rolls. I've never tried the Thai food, but my friends seem to love it. I would highly recommend this place to anyone!",Asian Restaurant,True,0.0,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.9738}","['favorite', 'favorite', 'enjoy', 'good', 'well', 'like', 'friends', 'love', 'recommend']",[],1,0
447,3.0,"Landed in Seattle and got settled into my hotel, then thought I would shoot over and check out Pike's Place Market.  Feeling hungry, not wanting to eat ""counter"" food and really wanting a glass of wine, I saw Pike Place Bar and Grill, it's right outside the market so there should be some great fish, right? Wrong.  The lunch menu hardly offers any fish selection at all, a sandwich and a salad with salmon.  So since I'm in the Pacific Northwest, the home to all the best salmon in the world, and it's so close to the market, I asked about the salmon and was told; no.  Not only is it not fresh local salmon, it's Atlantic salmon.  WTF?  So I ordered a French Dip Sandwich ($10.99) that had a bit of meat between bun and some soggy french fries.  I did get a mediocre indifferent glass of cabernet for $7.25; and it also was NOT from Washington.  Have you heard of local?  LindySez: I should have gone for the counter food in the market ...",['Bar & Grill'],110756483217935846472,2013-09-03 22:55:29,2013-09-03,en,Pike Place Bar & Grill,"['90 Pike St', 'Seattle, WA 98101']",False,"[47.608868, -122.340436]","Landed in Seattle and got settled into my hotel, then thought I would shoot over and check out Pike's Place Market.  Feeling hungry, not wanting to eat ""counter"" food and really wanting a glass of wine, I saw Pike Place Bar and Grill, it's right outside the market so there should be some great fish, right? Wrong.  The lunch menu hardly offers any fish selection at all, a sandwich and a salad with salmon.  So since I'm in the Pacific Northwest, the home to all the best salmon in the world, and it's so close to the market, I asked about the salmon and was told; no.  Not only is it not fresh local salmon, it's Atlantic salmon.  WTF?  So I ordered a French Dip Sandwich ($10.99) that had a bit of meat between bun and some soggy french fries.  I did get a mediocre indifferent glass of cabernet for $7.25; and it also was NOT from Washington.  Have you heard of local?  LindySez: I should have gone for the counter food in the market ...",Bar & Grill,True,4.0,"{'neg': 0.075, 'neu': 0.874, 'pos': 0.051, 'compound': -0.5477}","['shoot', 'Feeling', 'great', 'Wrong.', 'best', 'fresh', 'WTF?', 'indifferent']",['fee'],0,1
464,3.0,,"['Fast Food Restaurant', 'Western Restaurant']",116644444427698154426,2013-08-07 18:48:20,2013-08-07,en,McDonald's - Lei Yue Mun Plaza,"['80 Lei Yue Mun Rd', 'Hong Kong']",False,"[22.296485, 114.239605]",,Fast Food Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
469,5.0,,"['Restaurant', 'European Restaurant', 'Italian Restaurant']",103888879065110855041,2013-02-06 04:21:55,2013-02-05,en,Pizzaiolos pizza & pasta,"['355 E Westchester Pkwy #100', 'Grand Prairie, TX 75052']",False,"[32.671691, -97.003986]",,Restaurant,True,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
