,name,address,closed,gPlusPlaceId,gps,Class_,Class_$,Class_$$,Class_$$$,location_cluster,rating,categories,unixReviewTime,reviewTime,top_category,relevant_cat,translated,cat_cluster,sentiment,charged_words,price_words
74,Zayna's Flaming Grill,"['1310 Pacific Coast Hwy', 'Redondo Beach, CA 90277']",False,109267703099600132079,"[33.822769, -118.384936]",0,0,0,1,0.0,3.0,"['European Restaurant', 'Mediterranean Restaurant', 'Greek Restaurant']",2012-02-03 20:20:49,2012-02-03,European Restaurant,True,Good environment and food,2.0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",['Good'],[]
75,Little Caesars Pizza,"['1933 North 2000 West, Space H', 'Clinton Towne Center Shops', 'Clinton, UT 84015']",False,111476893654465517504,"[41.142053, -112.064466]",0,0,0,1,0.0,4.0,['Delivery Restaurant'],2013-01-19 16:01:39,2013-01-19,Delivery Restaurant,True,"DO NOT ORDER ONLINE! STAY AWAY! On Mother's Day I placed a large order online costing almost $80 at 5:19pm. Pick up time was 5:59. I arrived at the restaurant at 5:58 and called in for curb side pickup. I was told I could wait 10 minutes while they boiled pasta (thats right boil pasta) for one of my meals or I could order something that they could make faster. It takes 9 (NINE) minutes to cook noddles, if they need 10 minutes that means they have NOT started making the meal yet. While I waited I call back to speak to the manager who said a few things that really stuck out; ""....ordering online does NOT reflect what we have in store."" Also that they had used ""my"" pasta for another order. He did NOT offer anything for the inconvenience and would NOT cancel my order after I made multiple requests for him to do so. When the order came out I made the sever go back inside and get her manager. She came back with two men. One was the manager I had spoke with, the other had tattoos covering both arms said nothing and stood over me the whole time (don't complain the might beat you up lol). What a JOKE!(yes I mean him and the store) There were also two other employees sitting outside in front of my car watching the show! I opened all the orders only handling mine and my wife. My CF steak was cold and soggy. I made him give money back for the CF steak and the pasta which was the problem in the first place. When I finally returned home with the food my family was sorely disappointed with the quality and temperature of their meals. Most of the food was discard to the garage(where it belonged). WASTE OF TIME and MONEY! Not so much rude as flat out incompetent! BOB EVENS had NO intention of having my order completed on time, even tho they able to do so.",1.0,"{'neg': 0.065, 'neu': 0.909, 'pos': 0.026, 'compound': -0.9324}","['stuck', 'inconvenience', 'cancel', 'complain', 'lol).', 'problem', 'disappointed', 'discard', 'WASTE', 'rude', 'incompetent!', 'NO']",['money']
76,Anna's Taqueria,"['242 Cambridge St', 'Boston, MA 02114']",False,102659523114289603912,"[42.361028, -71.067181]",0,0,0,1,0.0,2.0,"['Tex-Mex Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",2008-10-25 00:00:00,2008-10-24,Tex-Mex Restaurant,True,,,,,[]
77,Big D's Pizza,"['3634 Old Capitol Trail', 'Wilmington, DE 19808']",False,115022269842886311805,"[39.729279, -75.634955]",0,0,0,1,0.0,5.0,"['Restaurant', 'European Restaurant', 'Pizza Restaurant']",2012-12-18 16:27:59,2012-12-18,Restaurant,True,,,,,[]
78,Whataburger,"['100 E Expy 83', 'Pharr, TX 78577']",False,104509758410919121587,"[26.205694, -98.181691]",0,0,0,1,0.0,4.0,"['American Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",2012-05-05 22:13:56,2012-05-05,American Restaurant,True,,,,,[]
79,Thai Ming,"['1-5 Windmill Row', 'London SE11 5DW', 'United Kingdom']",False,106931926555337738039,"[51.4875, -0.111556]",0,0,0,1,0.0,3.0,"['Asian Restaurant', 'Southeast Asian Restaurant', 'Thai Restaurant']",2013-06-02 22:03:07,2013-06-02,Asian Restaurant,True,,,,,[]
80,Busaba Eathai,"['Westfield Stratford City', 'London E20 1GL', 'United Kingdom']",False,104029704497459523668,"[51.542403, -0.008511]",0,0,0,1,0.0,2.0,"['Asian Restaurant', 'Southeast Asian Restaurant', 'Thai Restaurant']",2012-03-26 17:57:25,2012-03-26,Asian Restaurant,True,"Excellent food, excellent service. Be sure to book. The cocktail bar upstairs is a must.",1.0,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8658}","['Excellent', 'excellent', 'sure']",[]
81,Burger King,"['604 Mc Dermott Drive', 'Allen, TX 75013']",True,111245314647728859033,"[33.10123, -96.67458]",0,0,0,1,0.0,2.0,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",2012-11-15 03:34:08,2012-11-14,Hamburger Restaurant,True,Bad! beware of the word chicken! The curry was gelatinous and tasted like cheap yellow curry powder. the chicken did not contain even an ounce of chicken in the total of 3 dishes. The ribs were made with VH garlic sauce. really bad. Avoid!,1.0,"{'neg': 0.2, 'neu': 0.753, 'pos': 0.047, 'compound': -0.8461}","['Bad!', 'like', 'bad.', 'Avoid!']",['cheap']
82,Regina Pizzeria,"['11 1/2 Thacher St', 'Boston, MA 02113']",False,103847410327451574096,"[42.365422, -71.056825]",0,0,1,0,0.0,4.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2012-09-17 15:30:12,2012-09-17,Pizza Restaurant,True,,,,,[]
83,Regina Pizzeria,"['11 1/2 Thacher St', 'Boston, MA 02113']",False,103847410327451574096,"[42.365422, -71.056825]",0,0,1,0,0.0,3.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2004-11-05 00:00:00,2004-11-04,Pizza Restaurant,True,,,,,[]
84,Brasserie & Wine Bar Toulouse Lautrec,"['140 Newington Butts', 'Kennington, London SE11 4RN', 'United Kingdom']",False,110903715269406735911,"[51.491113, -0.103347]",0,0,1,0,0.0,5.0,"['Brasserie', 'French Restaurant', 'Wine Bar']",2013-06-02 22:40:47,2013-06-02,Brasserie,True,,,,,[]
85,Palkin,"['Nevsky Prospect, д. 47', 'St Petersburg', 'Russia']",False,116026325876073794972,"[59.932553, 30.34729]",1,0,0,0,0.0,5.0,['Restaurant'],2012-08-09 07:15:55,2012-08-09,Restaurant,True,,,,,[]
86,Yama Sushi,"['1350 E Flamingo Rd #18', 'Las Vegas, NV 89119']",False,110606153784488780574,"[36.115546, -115.134985]",0,0,1,0,0.0,4.0,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",2012-10-26 22:13:23,2012-10-26,Japanese Restaurant,True,The Macaroni and Cheese here is off the chain,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[]
87,The Cheesecake Factory,"['12379 N Mainstreet', 'Rancho Cucamonga, CA 91739']",False,101634997104301806688,"[34.112, -117.535357]",0,0,1,0,0.0,3.0,"['American Restaurant', 'Dessert Restaurant']",2012-11-08 18:55:48,2012-11-08,American Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
88,Chowki,"['2-3 Denman St', 'London W1D 7HA', 'United Kingdom']",True,102959437482728862378,"[51.51084, -0.134271]",0,0,0,1,0.0,4.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-03-26 18:05:09,2012-03-26,Indian Restaurant,True,The worth restaurant I ever experienced ....omg I will never go back....sorry..... Oh this is a damnw cucarachero ......,1.0,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",['worth'],['worth']
89,Cottage Inn Pizza,"['3219 Broad St', 'Dexter, MI 48130']",False,112920427064535337991,"[42.338908, -83.888534]",0,0,1,0,0.0,5.0,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",2012-10-10 12:55:12,2012-10-10,European Restaurant,True,,,,,[]
90,Papa John's Pizza,"['1630 State Rd', 'Cuyahoga Falls, OH 44223']",False,110450325542937275670,"[41.1273, -81.508592]",0,0,1,0,0.0,5.0,['Delivery Restaurant'],2013-04-15 00:07:00,2013-04-14,Delivery Restaurant,True,These guys need leadership comprised of more than familiarity with process.  Twenty-something stoners every one.  Snap out of it guys and get with it!  Then get baked.  Yo've got a good menu and everything is in place.  Execution sux,2.0,"{'neg': 0.059, 'neu': 0.867, 'pos': 0.075, 'compound': 0.1759}","['good', 'sux']",[]
91,Cuchi Cuchi,"['795 Main St', 'Cambridge, MA 02139']",False,111261868254210878548,"[42.363335, -71.097128]",0,0,0,1,0.0,4.0,"['Eclectic Restaurant', 'European Restaurant', 'Spanish Restaurant']",2010-01-03 00:00:00,2010-01-02,Eclectic Restaurant,True,,,,,[]
92,Coolidge Corner Clubhouse,"['307 Harvard St', 'Brookline, MA 02446']",False,115682998120914836626,"[42.343325, -71.122864]",0,0,1,0,0.0,3.0,"['American Restaurant', 'Sports Bar', 'Hamburger Restaurant']",2004-11-05 00:00:00,2004-11-04,American Restaurant,True,,,,,[]
93,Jersey Joe's Hoagies,"['21 El Camino Real', 'San Carlos, CA 94070']",False,101558916725290145882,"[37.512991, -122.266543]",0,0,0,1,0.0,4.0,"['Hoagie Restaurant', 'Cheesesteak Restaurant', 'Sandwich Shop']",2011-04-15 20:22:28,2011-04-15,Hoagie Restaurant,True,,,,,[]
94,Thai Terrace Restaurant,"['700 SE Chkalov Dr', 'Vancouver, WA 98683']",False,114837061033142329857,"[45.616071, -122.554761]",0,0,1,0,0.0,3.0,"['Asian Restaurant', 'Southeast Asian Restaurant', 'Thai Restaurant']",2012-02-28 01:58:14,2012-02-27,Asian Restaurant,True,,,,,[]
95,Pizza Hut,"['1333 Shearers Rd', 'Mooresville, NC 28115']",False,109985037798554863697,"[35.534425, -80.80051]",0,0,0,1,0.0,3.0,"['Pizza Restaurant', 'European Restaurant']",2012-12-10 01:58:20,2012-12-09,Pizza Restaurant,True,very good for a wee munch breakfasts  & paninis superb,3.0,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.807}","['good', 'superb']",[]
96,Anna's Taqueria,"['1412 Beacon St #1', 'Brookline, MA 02446']",False,118122128168296499700,"[42.34131, -71.125453]",0,0,0,1,0.0,4.0,"['Mexican Restaurant', 'American Restaurant', 'Latin American Restaurant']",2008-10-25 00:00:00,2008-10-24,Mexican Restaurant,True,,,,,[]
97,Grill-A-Burger Palm Desert,"['73091 Country Club Dr #2', 'Palm Desert, CA 92260']",False,107164287537008936302,"[33.757168, -116.390011]",0,0,0,1,0.0,2.0,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",2011-10-10 02:46:30,2011-10-09,Hamburger Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
98,Fin's Sushi+Grill,"['240 Cambridge St', 'Boston, MA 02114']",False,112703414824577472032,"[42.361036, -71.066727]",0,0,1,0,0.0,5.0,"['Sushi Restaurant', 'Asian Restaurant', 'Japanese Restaurant']",2013-08-11 01:30:56,2013-08-10,Sushi Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
99,Chen's Garden,"['956 Second St', 'Manchester, NH 03102']",False,109513184841633242248,"[42.967691, -71.479921]",0,0,1,0,0.0,5.0,"['Asian Restaurant', 'Chinese Restaurant']",2013-04-15 02:33:03,2013-04-14,Asian Restaurant,True,,,,,[]
100,Sunrise Deli,"['89 Belden Pl', 'San Francisco, CA 94104']",False,105695295963027267794,"[37.791651, -122.403884]",0,0,1,0,0.0,2.0,"['Middle Eastern Restaurant', 'Fast Food Restaurant', 'Catering']",2011-10-04 19:09:23,2011-10-04,Middle Eastern Restaurant,True,,,,,[]
101,Indian Zing,"['236 King St', 'London', 'W6 ORF, United Kingdom']",False,114239716198399189762,"[51.493297, -0.237044]",0,0,0,1,0.0,4.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-12-01 00:16:44,2012-11-30,Indian Restaurant,True,,,,,[]
102,Wild Monk,"['88 S La Grange Rd', 'La Grange, IL 60525']",False,112623507596809345035,"[41.812559, -87.869849]",0,0,1,0,0.0,4.0,"['Gastropub', 'Pub']",2013-03-30 23:20:32,2013-03-30,Gastropub,True,,,,,[]
103,Peris Restaurant,"['10900 Alondra Blvd', 'Cerritos, CA 90703']",False,113600929811105513658,"[33.887665, -118.101408]",0,0,1,0,0.0,4.0,['Persian Restaurant'],2013-03-30 02:09:08,2013-03-29,Persian Restaurant,True,"Great meal. Both the ""francesito"" and the highly spicy ""Diablo"" are worth a try! The staff is really friendly.",0.0,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.8685}","['Great', 'worth', 'friendly.']",['worth']
104,Benjamin Steak House,"['52 E 41st St', 'New York, NY 10017']",False,103458215113043937404,"[40.751667, -73.979154]",0,0,1,0,0.0,5.0,['Steak House'],2014-03-21 04:08:47,2014-03-20,Steak House,True,,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
105,Mississippi Studios and Bar Bar,"['3939 N Mississippi Ave', 'Portland, OR 97227']",False,100491746429191670261,"[45.55144, -122.675731]",0,0,0,1,0.0,5.0,"['Bar & Grill', 'Cocktail Bar', 'Recording Studio']",2013-08-21 19:57:44,2013-08-21,Bar & Grill,True,,,,,[]
106,Lambert's Cafe,"['2305 E Malone Ave', 'Sikeston, MO 63801']",False,114994915024071754539,"[36.887859, -89.546455]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Barbecue Restaurant', 'Catering']",2011-07-23 01:28:58,2011-07-22,American Restaurant,True,"Good, straightforward service, copious dishes, a little tight comfort.",2.0,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.6275}","['Good,', 'comfort.']",[]
107,Guavate,"['422 S Alafaya Trail #20', 'Orlando, FL 32828']",False,116398016104708341809,"[28.540054, -81.208143]",0,0,1,0,0.0,5.0,"['Caribbean Restaurant', 'Latin American Restaurant', 'Puerto Rican Restaurant']",2012-12-12 05:18:47,2012-12-11,Caribbean Restaurant,True,,,,,[]
108,Burger Lounge West Hollywood,"['8539 Sunset Blvd', 'West Hollywood, CA 90069']",False,112557103166476485108,"[34.09375, -118.377878]",0,0,0,1,0.0,5.0,"['Hamburger Restaurant', 'Fast Food Restaurant', 'American Restaurant']",2013-09-12 04:26:58,2013-09-11,Hamburger Restaurant,True,Better taste foods..and better crevice ...kada fry must to eat...its a fabulous. .,0.0,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.8481}","['Better', 'better', 'fabulous.']",[]
109,Pho Garden,"['246 Castro St', 'Mountain View, CA 94041']",True,112610750235634830337,"[37.393235, -122.07944]",0,0,0,1,0.0,4.0,"['Asian Restaurant', 'Southeast Asian Restaurant', 'Vietnamese Restaurant']",2011-04-15 19:07:19,2011-04-15,Asian Restaurant,True,,,,,[]
110,El Parian Restaurant,"['1528 W Pico Blvd', 'Los Angeles, CA 90015']",False,108899566531817940547,"[34.043971, -118.275718]",0,0,0,1,0.0,5.0,"['Latin American Restaurant', 'Mexican Restaurant', 'Seafood Restaurant']",2014-02-10 18:31:43,2014-02-10,Latin American Restaurant,True,,,,,[]
111,New Mongolian BBQ,"['304 Castro St', 'Mountain View, CA 94041']",False,112056440199499067697,"[37.392475, -122.079987]",0,0,0,1,0.0,3.0,"['Mongolian Barbecue Restaurant', 'Asian Restaurant']",2011-04-14 21:27:03,2011-04-14,Mongolian Barbecue Restaurant,True,,,,,[]
112,Alton's Kitchen & Cocktails,"['19918 N Cove Rd', 'Cornelius, NC 28031']",False,116331996912844676421,"[35.479236, -80.893918]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Cocktail Bar']",2012-05-01 14:35:42,2012-05-01,American Restaurant,True,"Excellent food and service , The drinks are just excellent and the prices are reasonable for the quality and service.",2.0,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}","['Excellent', 'excellent']",[]
113,Bottega Fiorentina,"['313B Harvard St', 'Brookline, MA 02446']",False,112185745647898499009,"[42.343402, -71.12309]",0,0,1,0,0.0,4.0,"['Italian Restaurant', 'European Restaurant', 'Deli']",2004-11-05 00:00:00,2004-11-04,Italian Restaurant,True,,,,,[]
114,Gaucho,"['29 Westferry Circus', 'Canary Riverside', 'London E14 8RR, United Kingdom']",False,109156764055871052021,"[51.505477, -0.028153]",0,0,1,0,0.0,3.0,"['South American Restaurant', 'Argentinian Restaurant', 'Chophouse Restaurant']",2012-03-09 00:00:00,2012-03-08,South American Restaurant,True,,,,,[]
115,Pizza Hut,"['Mathuradas Vasanji Rd, J B Nagar, Andheri East', 'Mumbai, Maharashtra 400059', 'India']",False,104228718742188411872,"[19.112527, 72.864553]",0,0,0,1,0.0,1.0,['Pizza Restaurant'],2014-01-01 06:43:27,2013-12-31,Pizza Restaurant,True,,,,,[]
116,El Sombrero Inc,"['157 S Franklin St', 'Juneau, AK 99801']",False,114899861351027770789,"[58.30043, -134.405228]",0,0,1,0,0.0,3.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-12-14 21:42:06,2012-12-14,Mexican Restaurant,True,,,,,[]
117,Vue de monde,"['Level 55/Rialto 525 Collins St', 'Melbourne VIC 3000', 'Australia']",False,112700120194708351472,"[-37.818542, 144.95751]",0,0,1,0,0.0,5.0,"['Restaurant', 'Cafe', 'Bistro']",2013-10-12 09:58:41,2013-10-12,Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
118,Golden Corral,"['1400 Commerce Pl', 'Plover, WI 54467']",False,115098675851502615169,"[44.496073, -89.516757]",0,0,0,1,0.0,4.0,"['Restaurant', 'American Restaurant']",2011-11-24 23:29:48,2011-11-24,Restaurant,True,,,,,[]
119,Long's Bakery,"['1453 N Tremont St', 'Indianapolis, IN 46222']",False,110532329042905099662,"[39.787707, -86.200787]",0,0,0,1,0.0,5.0,"['Restaurant or Cafe', 'Bakery', 'Dessert Shop']",2013-08-03 12:52:25,2013-08-03,Restaurant or Cafe,True,,,,,[]
120,Natachee's Supper 'n Punch,"['3622 Main St', 'Houston, TX 77002']",False,118180746529675226433,"[29.738804, -95.379506]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",2013-10-20 20:06:07,2013-10-20,American Restaurant,True,Sympathy is the strong dish,3.0,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}","['Sympathy', 'strong']",[]
121,Saba's Mediterranean Cuisine,"['4747 E Bell Rd', 'Phoenix, AZ 85032']",False,104662736997631964247,"[33.64038, -111.978231]",0,0,1,0,0.0,5.0,"['Mediterranean Restaurant', 'European Restaurant', 'Greek Restaurant']",2011-09-23 01:24:57,2011-09-22,Mediterranean Restaurant,True,,,,,[]
122,KFC,"['Avenue des Auréats', '26000 Valence', 'France']",False,106169408645909720262,"[44.901966, 4.883803]",0,0,0,1,0.0,4.0,['Fast Food Restaurant'],2013-11-11 22:46:26,2013-11-11,Fast Food Restaurant,True,,,,,[]
123,Shake Shack,"['Madison Ave', 'New York, NY 10010']",False,109555016884084527684,"[40.741449, -73.988205]",0,0,0,1,0.0,5.0,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",2012-03-14 17:12:01,2012-03-14,Hamburger Restaurant,True,,,,,[]
124,New York Pizzeria & DiMartino's Ristorante,"['425 N Main St', 'Warsaw, NY 14569']",False,113729519994783867389,"[42.756406, -78.131936]",0,0,1,0,0.0,4.0,"['Pizza Restaurant', 'European Restaurant', 'Fine Dining Restaurant']",2013-01-30 23:25:43,2013-01-30,Pizza Restaurant,True,,,,,[]
125,Busaba Eathai,"['106-110 Wardour St', 'London W1F 0TR', 'United Kingdom']",False,111878119042063302888,"[51513948.0, -134291.0]",0,0,0,1,3.0,4.0,"['Thai Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-03-09 00:00:00,2012-03-08,Thai Restaurant,True,,,,,[]
126,Hobee's Restaurant,"['800 W Ahwanee Ave', 'Sunnyvale, CA 94085']",False,102812440369192328274,"[37.39563, -122.028027]",0,0,0,1,0.0,3.0,"['American Restaurant', 'Breakfast Restaurant', 'Family Restaurant']",2011-04-15 15:38:12,2011-04-15,American Restaurant,True,,,,,[]
127,DQ / ORANGE JULIUS,"['2197 S Chambers Rd', 'Aurora, CO 80014']",False,103344899212831922776,"[39.676078, -104.810135]",0,0,0,1,0.0,3.0,['Fast Food Restaurant'],2012-12-16 00:58:56,2012-12-15,Fast Food Restaurant,True,The food is good. My favorite is the Thai tea. I'm tossed between hot or cold.,1.0,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.7096}","['good.', 'favorite']",[]
128,Hudson Station,"['440 9th Ave', 'New York, NY 10001']",False,107671326224143428911,"[40.753734, -73.995621]",1,0,0,0,0.0,4.0,['Restaurant'],2013-10-12 23:05:15,2013-10-12,Restaurant,True,,,,,[]
129,El Meson de Pepe,"['410 Wall St', 'Key West, FL 33040']",False,110029406359067464285,"[24.559928, -81.806734]",0,0,1,0,0.0,5.0,"['Cuban Restaurant', 'Caribbean Restaurant', 'Latin American Restaurant']",2012-07-23 04:16:25,2012-07-22,Cuban Restaurant,True,,,,,[]
130,Coco's Bakery Restaurant,"['1206 Oakmead Pkwy', 'Sunnyvale, CA 94085']",False,105161497931238424543,"[37.386376, -121.995252]",0,0,1,0,0.0,3.0,['American Restaurant'],2011-12-31 01:27:56,2011-12-30,American Restaurant,True,,,,,[]
